type,id 
ip_address,66.171.248.178 
ip_address,110.110.110.0 
ip_address,110.110.110.3 
ip_address,195.201.225.248 
ip_address,199.59.243.228 
ip_address,93.184.221.240 
ip_address,149.28.178.150 
ip_address,195.245.112.115 
ip_address,74.125.201.132 
ip_address,193.106.191.146 
ip_address,195.24.66.145 
ip_address,45.143.201.4
